LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER
167248,YOUNG SINGLES/COUPLES,Mainstream
167249,OLDER FAMILIES,Premium
167251,NEW FAMILIES,Premium
167252,YOUNG SINGLES/COUPLES,Budget
167253,YOUNG FAMILIES,Premium
167255,YOUNG SINGLES/COUPLES,Budget
167256,YOUNG FAMILIES,Mainstream
167258,RETIREES,Premium
167259,YOUNG FAMILIES,Premium
167260,RETIREES,Premium
167261,YOUNG SINGLES/COUPLES,Mainstream
167263,RETIREES,Premium
167264,RETIREES,Budget
167265,RETIREES,Premium
167266,OLDER FAMILIES,Budget
167267,OLDER FAMILIES,Mainstream
167271,YOUNG SINGLES/COUPLES,Mainstream
167274,YOUNG SINGLES/COUPLES,Budget
167275,RETIREES,Budget
167278,YOUNG SINGLES/COUPLES,Budget
167279,MIDAGE SINGLES/COUPLES,Premium
167282,OLDER FAMILIES,Premium
167285,MIDAGE SINGLES/COUPLES,Mainstream
167286,OLDER SINGLES/COUPLES,Premium
167287,OLDER SINGLES/COUPLES,Mainstream
167288,OLDER FAMILIES,Mainstream
167289,YOUNG FAMILIES,Mainstream
167290,YOUNG SINGLES/COUPLES,Mainstream
167291,YOUNG SINGLES/COUPLES,Mainstream
167293,OLDER FAMILIES,Budget
167294,OLDER SINGLES/COUPLES,Mainstream
167295,NEW FAMILIES,Premium
167297,RETIREES,Mainstream
167298,RETIREES,Budget
167300,YOUNG SINGLES/COUPLES,Mainstream
167304,YOUNG SINGLES/COUPLES,Budget
167305,OLDER SINGLES/COUPLES,Mainstream
167306,YOUNG SINGLES/COUPLES,Budget
167308,OLDER FAMILIES,Mainstream
167309,RETIREES,Budget
167310,OLDER FAMILIES,Budget
167311,OLDER SINGLES/COUPLES,Mainstream
167312,RETIREES,Budget
167313,YOUNG SINGLES/COUPLES,Budget
167314,YOUNG SINGLES/COUPLES,Budget
167315,RETIREES,Budget
167316,YOUNG SINGLES/COUPLES,Mainstream
167317,YOUNG SINGLES/COUPLES,Premium
167318,OLDER SINGLES/COUPLES,Premium
167319,MIDAGE SINGLES/COUPLES,Premium
167320,YOUNG SINGLES/COUPLES,Mainstream
167322,YOUNG SINGLES/COUPLES,Premium
167323,OLDER SINGLES/COUPLES,Budget
167324,RETIREES,Mainstream
167325,YOUNG SINGLES/COUPLES,Budget
167326,OLDER FAMILIES,Budget
167329,YOUNG SINGLES/COUPLES,Mainstream
167330,RETIREES,Budget
167332,OLDER SINGLES/COUPLES,Mainstream
167337,OLDER SINGLES/COUPLES,Budget
167338,OLDER SINGLES/COUPLES,Budget
167340,RETIREES,Budget
167341,OLDER FAMILIES,Mainstream
167343,RETIREES,Budget
167344,YOUNG SINGLES/COUPLES,Budget
167346,RETIREES,Premium
167347,YOUNG SINGLES/COUPLES,Mainstream
167348,RETIREES,Mainstream
167350,MIDAGE SINGLES/COUPLES,Mainstream
167351,YOUNG SINGLES/COUPLES,Mainstream
167352,RETIREES,Mainstream
167353,YOUNG SINGLES/COUPLES,Mainstream
167357,YOUNG SINGLES/COUPLES,Premium
167358,YOUNG SINGLES/COUPLES,Budget
167359,YOUNG SINGLES/COUPLES,Mainstream
167360,OLDER FAMILIES,Budget
167362,YOUNG SINGLES/COUPLES,Budget
167365,YOUNG SINGLES/COUPLES,Budget
167371,NEW FAMILIES,Mainstream
167372,RETIREES,Mainstream
167373,MIDAGE SINGLES/COUPLES,Premium
167376,YOUNG FAMILIES,Mainstream
167377,YOUNG SINGLES/COUPLES,Premium
167378,YOUNG SINGLES/COUPLES,Premium
167379,RETIREES,Mainstream
167381,YOUNG FAMILIES,Mainstream
167382,YOUNG FAMILIES,Budget
167383,MIDAGE SINGLES/COUPLES,Premium
167385,MIDAGE SINGLES/COUPLES,Mainstream
167386,NEW FAMILIES,Budget
167387,YOUNG SINGLES/COUPLES,Mainstream
167388,YOUNG SINGLES/COUPLES,Premium
167390,RETIREES,Mainstream
167392,RETIREES,Mainstream
167393,YOUNG SINGLES/COUPLES,Budget
167394,YOUNG SINGLES/COUPLES,Premium
167395,YOUNG SINGLES/COUPLES,Premium
167396,YOUNG FAMILIES,Premium
167399,OLDER FAMILIES,Mainstream
167401,OLDER FAMILIES,Budget
167402,NEW FAMILIES,Premium
167405,MIDAGE SINGLES/COUPLES,Budget
167406,RETIREES,Premium
167407,YOUNG SINGLES/COUPLES,Premium
167408,YOUNG FAMILIES,Premium
167410,NEW FAMILIES,Mainstream
167411,NEW FAMILIES,Mainstream
167412,RETIREES,Mainstream
167414,RETIREES,Mainstream
167415,NEW FAMILIES,Budget
167417,YOUNG SINGLES/COUPLES,Budget
167418,RETIREES,Mainstream
167419,NEW FAMILIES,Mainstream
167420,YOUNG SINGLES/COUPLES,Mainstream
167421,YOUNG FAMILIES,Premium
167423,RETIREES,Budget
167425,YOUNG SINGLES/COUPLES,Budget
167426,YOUNG SINGLES/COUPLES,Mainstream
167427,RETIREES,Premium
167428,MIDAGE SINGLES/COUPLES,Mainstream
167430,RETIREES,Mainstream
167431,MIDAGE SINGLES/COUPLES,Mainstream
167432,OLDER SINGLES/COUPLES,Premium
167433,OLDER SINGLES/COUPLES,Premium
167434,OLDER FAMILIES,Mainstream
167436,OLDER FAMILIES,Premium
167437,MIDAGE SINGLES/COUPLES,Mainstream
167441,RETIREES,Mainstream
167443,MIDAGE SINGLES/COUPLES,Mainstream
167447,OLDER SINGLES/COUPLES,Mainstream
167450,OLDER FAMILIES,Mainstream
167452,MIDAGE SINGLES/COUPLES,Budget
167455,RETIREES,Budget
167456,OLDER SINGLES/COUPLES,Budget
167458,OLDER SINGLES/COUPLES,Mainstream
167461,YOUNG FAMILIES,Premium
167462,RETIREES,Budget
167465,YOUNG SINGLES/COUPLES,Mainstream
167469,RETIREES,Mainstream
167470,YOUNG SINGLES/COUPLES,Premium
167471,NEW FAMILIES,Mainstream
167474,RETIREES,Mainstream
167476,RETIREES,Mainstream
167477,YOUNG SINGLES/COUPLES,Mainstream
167479,YOUNG SINGLES/COUPLES,Mainstream
167480,RETIREES,Mainstream
167481,YOUNG SINGLES/COUPLES,Budget
167483,YOUNG FAMILIES,Budget
167485,YOUNG SINGLES/COUPLES,Premium
167486,RETIREES,Mainstream
167487,YOUNG SINGLES/COUPLES,Budget
167488,YOUNG SINGLES/COUPLES,Mainstream
167489,YOUNG SINGLES/COUPLES,Mainstream
167490,OLDER SINGLES/COUPLES,Mainstream
168000,YOUNG FAMILIES,Mainstream
168001,YOUNG SINGLES/COUPLES,Budget
168002,OLDER SINGLES/COUPLES,Mainstream
168003,MIDAGE SINGLES/COUPLES,Budget
168004,MIDAGE SINGLES/COUPLES,Mainstream
168005,OLDER FAMILIES,Budget
168006,YOUNG FAMILIES,Mainstream
168007,YOUNG FAMILIES,Mainstream
168008,OLDER SINGLES/COUPLES,Budget
168009,OLDER SINGLES/COUPLES,Mainstream
168010,YOUNG SINGLES/COUPLES,Premium
168011,YOUNG FAMILIES,Premium
168012,YOUNG FAMILIES,Budget
168013,OLDER FAMILIES,Budget
168014,RETIREES,Budget
168015,YOUNG FAMILIES,Budget
168016,RETIREES,Budget
168017,OLDER FAMILIES,Premium
168018,YOUNG FAMILIES,Mainstream
168019,YOUNG FAMILIES,Budget
168020,MIDAGE SINGLES/COUPLES,Mainstream
168021,RETIREES,Mainstream
168022,OLDER SINGLES/COUPLES,Mainstream
168023,OLDER SINGLES/COUPLES,Mainstream
168024,OLDER FAMILIES,Budget
168025,YOUNG FAMILIES,Premium
168026,OLDER SINGLES/COUPLES,Budget
168027,OLDER SINGLES/COUPLES,Mainstream
168028,OLDER FAMILIES,Premium
168029,OLDER SINGLES/COUPLES,Budget
168030,YOUNG SINGLES/COUPLES,Budget
168031,OLDER SINGLES/COUPLES,Budget
168032,YOUNG FAMILIES,Mainstream
168033,OLDER FAMILIES,Budget
168034,MIDAGE SINGLES/COUPLES,Premium
168035,OLDER FAMILIES,Budget
168036,OLDER FAMILIES,Budget
168037,OLDER FAMILIES,Budget
168038,MIDAGE SINGLES/COUPLES,Mainstream
168039,MIDAGE SINGLES/COUPLES,Mainstream
168040,YOUNG FAMILIES,Premium
168041,OLDER FAMILIES,Premium
168042,YOUNG SINGLES/COUPLES,Mainstream
168043,RETIREES,Mainstream
168044,OLDER FAMILIES,Mainstream
168045,MIDAGE SINGLES/COUPLES,Mainstream
168046,NEW FAMILIES,Budget
168047,YOUNG FAMILIES,Budget
168048,YOUNG SINGLES/COUPLES,Mainstream
168049,OLDER SINGLES/COUPLES,Budget
168050,OLDER SINGLES/COUPLES,Mainstream
168051,RETIREES,Mainstream
168052,YOUNG FAMILIES,Budget
168053,YOUNG SINGLES/COUPLES,Mainstream
168054,OLDER SINGLES/COUPLES,Premium
168055,NEW FAMILIES,Budget
168056,YOUNG FAMILIES,Mainstream
168057,YOUNG SINGLES/COUPLES,Mainstream
168058,RETIREES,Mainstream
168059,YOUNG FAMILIES,Mainstream
168060,MIDAGE SINGLES/COUPLES,Premium
168061,OLDER SINGLES/COUPLES,Mainstream
168062,NEW FAMILIES,Premium
168063,OLDER FAMILIES,Budget
168064,OLDER FAMILIES,Mainstream
168065,OLDER SINGLES/COUPLES,Mainstream
168066,YOUNG FAMILIES,Budget
168067,RETIREES,Budget
168068,OLDER SINGLES/COUPLES,Mainstream
168069,YOUNG SINGLES/COUPLES,Mainstream
168070,MIDAGE SINGLES/COUPLES,Mainstream
168071,RETIREES,Premium
168072,MIDAGE SINGLES/COUPLES,Mainstream
168073,RETIREES,Budget
168074,YOUNG SINGLES/COUPLES,Mainstream
168075,OLDER SINGLES/COUPLES,Budget
168076,YOUNG SINGLES/COUPLES,Mainstream
168077,OLDER SINGLES/COUPLES,Premium
168078,OLDER SINGLES/COUPLES,Budget
168079,OLDER SINGLES/COUPLES,Mainstream
168080,OLDER SINGLES/COUPLES,Budget
168081,RETIREES,Mainstream
168082,OLDER FAMILIES,Budget
168083,OLDER SINGLES/COUPLES,Premium
168084,OLDER FAMILIES,Premium
168085,YOUNG FAMILIES,Budget
168086,OLDER FAMILIES,Budget
168087,OLDER FAMILIES,Premium
168088,RETIREES,Premium
168089,OLDER SINGLES/COUPLES,Premium
168090,RETIREES,Budget
168091,OLDER FAMILIES,Mainstream
168092,OLDER FAMILIES,Budget
168093,OLDER SINGLES/COUPLES,Mainstream
168094,YOUNG FAMILIES,Mainstream
168095,OLDER SINGLES/COUPLES,Mainstream
168096,OLDER SINGLES/COUPLES,Mainstream
168097,MIDAGE SINGLES/COUPLES,Premium
168098,MIDAGE SINGLES/COUPLES,Premium
168099,OLDER SINGLES/COUPLES,Budget
168100,OLDER FAMILIES,Budget
168101,YOUNG SINGLES/COUPLES,Mainstream
168102,RETIREES,Mainstream
168103,RETIREES,Premium
168104,YOUNG FAMILIES,Budget
168105,YOUNG FAMILIES,Mainstream
168106,YOUNG SINGLES/COUPLES,Mainstream
168107,YOUNG FAMILIES,Budget
168108,MIDAGE SINGLES/COUPLES,Budget
168109,OLDER SINGLES/COUPLES,Premium
168110,OLDER FAMILIES,Budget
168111,OLDER FAMILIES,Premium
168112,OLDER SINGLES/COUPLES,Mainstream
168113,MIDAGE SINGLES/COUPLES,Premium
168114,YOUNG FAMILIES,Budget
168115,YOUNG SINGLES/COUPLES,Mainstream
168116,RETIREES,Mainstream
168117,MIDAGE SINGLES/COUPLES,Budget
168118,OLDER SINGLES/COUPLES,Budget
168119,NEW FAMILIES,Mainstream
168120,OLDER FAMILIES,Mainstream
168121,OLDER FAMILIES,Premium
168122,OLDER FAMILIES,Budget
168123,OLDER SINGLES/COUPLES,Premium
168124,MIDAGE SINGLES/COUPLES,Mainstream
168125,RETIREES,Budget
168126,NEW FAMILIES,Budget
168127,OLDER FAMILIES,Budget
168128,RETIREES,Mainstream
168129,YOUNG FAMILIES,Budget
168130,YOUNG FAMILIES,Budget
168131,MIDAGE SINGLES/COUPLES,Budget
168132,OLDER FAMILIES,Budget
168133,OLDER FAMILIES,Budget
168134,OLDER SINGLES/COUPLES,Budget
168135,MIDAGE SINGLES/COUPLES,Premium
168136,OLDER FAMILIES,Premium
168137,RETIREES,Premium
168138,YOUNG FAMILIES,Premium
168139,OLDER SINGLES/COUPLES,Budget
168140,YOUNG FAMILIES,Budget
168141,YOUNG SINGLES/COUPLES,Premium
168142,OLDER FAMILIES,Budget
168143,YOUNG FAMILIES,Budget
168144,YOUNG FAMILIES,Premium
168145,OLDER SINGLES/COUPLES,Budget
168146,YOUNG FAMILIES,Mainstream
168147,OLDER SINGLES/COUPLES,Premium
168148,OLDER FAMILIES,Premium
168149,RETIREES,Mainstream
168150,NEW FAMILIES,Budget
168151,OLDER FAMILIES,Premium
168152,RETIREES,Budget
168153,YOUNG FAMILIES,Budget
168154,OLDER SINGLES/COUPLES,Budget
168155,RETIREES,Premium
168156,OLDER FAMILIES,Mainstream
168157,YOUNG FAMILIES,Budget
168158,MIDAGE SINGLES/COUPLES,Mainstream
168159,RETIREES,Premium
168160,RETIREES,Budget
168161,YOUNG FAMILIES,Budget
168162,OLDER SINGLES/COUPLES,Budget
168163,OLDER FAMILIES,Budget
168164,OLDER SINGLES/COUPLES,Premium
168165,YOUNG FAMILIES,Premium
168166,RETIREES,Budget
168167,RETIREES,Mainstream
168168,RETIREES,Mainstream
168169,YOUNG FAMILIES,Budget
168170,OLDER FAMILIES,Mainstream
168171,OLDER SINGLES/COUPLES,Budget
168172,YOUNG SINGLES/COUPLES,Budget
168173,YOUNG SINGLES/COUPLES,Mainstream
168174,OLDER FAMILIES,Budget
168175,NEW FAMILIES,Premium
168176,RETIREES,Budget
168177,YOUNG FAMILIES,Budget
168178,RETIREES,Mainstream
168179,OLDER SINGLES/COUPLES,Premium
168180,OLDER SINGLES/COUPLES,Mainstream
168181,OLDER SINGLES/COUPLES,Premium
168182,OLDER SINGLES/COUPLES,Premium
168183,OLDER SINGLES/COUPLES,Mainstream
168184,OLDER SINGLES/COUPLES,Premium
168185,YOUNG SINGLES/COUPLES,Mainstream
168186,NEW FAMILIES,Premium
168187,YOUNG FAMILIES,Mainstream
168188,YOUNG SINGLES/COUPLES,Budget
168189,OLDER SINGLES/COUPLES,Premium
168190,RETIREES,Mainstream
168191,OLDER SINGLES/COUPLES,Budget
168192,OLDER FAMILIES,Premium
168193,YOUNG FAMILIES,Budget
168194,YOUNG FAMILIES,Mainstream
168195,OLDER FAMILIES,Premium
168196,YOUNG FAMILIES,Premium
168197,RETIREES,Mainstream
168198,OLDER FAMILIES,Budget
168199,MIDAGE SINGLES/COUPLES,Mainstream
168200,OLDER FAMILIES,Budget
168201,YOUNG SINGLES/COUPLES,Mainstream
168202,RETIREES,Budget
168203,RETIREES,Budget
168204,RETIREES,Budget
168205,OLDER SINGLES/COUPLES,Budget
168206,OLDER SINGLES/COUPLES,Budget
168207,RETIREES,Budget
168208,RETIREES,Mainstream
168209,OLDER SINGLES/COUPLES,Premium
168210,YOUNG FAMILIES,Budget
168211,OLDER FAMILIES,Budget
168212,YOUNG FAMILIES,Budget
168213,MIDAGE SINGLES/COUPLES,Budget
168214,MIDAGE SINGLES/COUPLES,Budget
168215,YOUNG FAMILIES,Budget
168216,RETIREES,Premium
168217,MIDAGE SINGLES/COUPLES,Mainstream
168218,OLDER SINGLES/COUPLES,Budget
168219,MIDAGE SINGLES/COUPLES,Budget
168220,RETIREES,Premium
168221,OLDER SINGLES/COUPLES,Premium
168222,OLDER FAMILIES,Mainstream
168223,RETIREES,Mainstream
168224,NEW FAMILIES,Premium
168225,OLDER SINGLES/COUPLES,Budget
168226,OLDER FAMILIES,Budget
168227,RETIREES,Mainstream
168228,OLDER FAMILIES,Mainstream
168229,RETIREES,Mainstream
168230,YOUNG SINGLES/COUPLES,Premium
168231,OLDER SINGLES/COUPLES,Mainstream
168232,OLDER SINGLES/COUPLES,Mainstream
168233,NEW FAMILIES,Premium
168234,OLDER FAMILIES,Budget
168235,OLDER SINGLES/COUPLES,Budget
168236,OLDER SINGLES/COUPLES,Budget
168237,RETIREES,Premium
168238,YOUNG FAMILIES,Budget
168239,RETIREES,Premium
168240,RETIREES,Premium
168241,OLDER FAMILIES,Mainstream
168242,YOUNG FAMILIES,Mainstream
168243,OLDER SINGLES/COUPLES,Mainstream
168244,OLDER FAMILIES,Mainstream
168245,OLDER SINGLES/COUPLES,Premium
168246,YOUNG FAMILIES,Budget
168247,YOUNG FAMILIES,Budget
168248,OLDER FAMILIES,Mainstream
168249,OLDER FAMILIES,Budget
168250,MIDAGE SINGLES/COUPLES,Premium
168251,YOUNG FAMILIES,Premium
168252,OLDER SINGLES/COUPLES,Mainstream
168253,OLDER FAMILIES,Premium
168254,OLDER SINGLES/COUPLES,Budget
168255,YOUNG FAMILIES,Budget
168256,YOUNG FAMILIES,Mainstream
168257,OLDER FAMILIES,Budget
168258,MIDAGE SINGLES/COUPLES,Mainstream
168259,OLDER FAMILIES,Budget
168260,YOUNG SINGLES/COUPLES,Premium
168261,RETIREES,Premium
168262,YOUNG FAMILIES,Mainstream
168263,YOUNG SINGLES/COUPLES,Mainstream
168264,RETIREES,Budget
168265,RETIREES,Budget
168266,RETIREES,Mainstream
168267,MIDAGE SINGLES/COUPLES,Budget
168268,YOUNG SINGLES/COUPLES,Mainstream
169000,RETIREES,Budget
169002,OLDER FAMILIES,Mainstream
169004,YOUNG SINGLES/COUPLES,Mainstream
169005,YOUNG SINGLES/COUPLES,Budget
169007,YOUNG SINGLES/COUPLES,Budget
169008,YOUNG SINGLES/COUPLES,Budget
169009,OLDER SINGLES/COUPLES,Mainstream
169010,MIDAGE SINGLES/COUPLES,Mainstream
169011,YOUNG SINGLES/COUPLES,Budget
169012,OLDER SINGLES/COUPLES,Premium
169013,YOUNG SINGLES/COUPLES,Budget
169014,YOUNG SINGLES/COUPLES,Budget
169015,NEW FAMILIES,Mainstream
169017,OLDER SINGLES/COUPLES,Premium
169018,YOUNG SINGLES/COUPLES,Mainstream
169020,RETIREES,Mainstream
169022,YOUNG SINGLES/COUPLES,Mainstream
169025,NEW FAMILIES,Budget
169027,YOUNG SINGLES/COUPLES,Premium
169028,YOUNG SINGLES/COUPLES,Mainstream
169031,YOUNG FAMILIES,Budget
169033,RETIREES,Premium
169034,OLDER SINGLES/COUPLES,Budget
169036,OLDER SINGLES/COUPLES,Premium
169037,YOUNG SINGLES/COUPLES,Mainstream
169041,RETIREES,Mainstream
169042,YOUNG SINGLES/COUPLES,Mainstream
169044,OLDER FAMILIES,Budget
169046,YOUNG FAMILIES,Budget
169047,RETIREES,Premium
169049,OLDER SINGLES/COUPLES,Budget
169051,YOUNG FAMILIES,Mainstream
169052,RETIREES,Budget
169053,YOUNG FAMILIES,Premium
169054,OLDER FAMILIES,Premium
169056,YOUNG SINGLES/COUPLES,Mainstream
169057,YOUNG SINGLES/COUPLES,Mainstream
169059,MIDAGE SINGLES/COUPLES,Budget
169061,YOUNG SINGLES/COUPLES,Mainstream
169063,YOUNG SINGLES/COUPLES,Premium
169064,OLDER FAMILIES,Mainstream
169065,YOUNG SINGLES/COUPLES,Budget
169073,YOUNG SINGLES/COUPLES,Budget
169074,YOUNG SINGLES/COUPLES,Mainstream
169075,OLDER SINGLES/COUPLES,Budget
169077,OLDER FAMILIES,Premium
169078,OLDER SINGLES/COUPLES,Premium
169080,YOUNG SINGLES/COUPLES,Premium
169081,OLDER FAMILIES,Mainstream
169085,RETIREES,Mainstream
169086,YOUNG SINGLES/COUPLES,Premium
169087,OLDER FAMILIES,Budget
169088,OLDER SINGLES/COUPLES,Premium
169089,OLDER SINGLES/COUPLES,Budget
169090,YOUNG FAMILIES,Premium
169091,OLDER FAMILIES,Premium
169092,RETIREES,Budget
169093,OLDER FAMILIES,Budget
169094,RETIREES,Premium
169095,OLDER SINGLES/COUPLES,Premium
169097,RETIREES,Mainstream
169098,YOUNG SINGLES/COUPLES,Premium
169100,YOUNG FAMILIES,Mainstream
169101,YOUNG SINGLES/COUPLES,Budget
169103,RETIREES,Mainstream
169104,OLDER SINGLES/COUPLES,Premium
169105,RETIREES,Mainstream
169107,RETIREES,Mainstream
169109,YOUNG SINGLES/COUPLES,Budget
169110,YOUNG FAMILIES,Mainstream
169112,YOUNG SINGLES/COUPLES,Premium
169113,RETIREES,Mainstream
169114,OLDER SINGLES/COUPLES,Mainstream
169117,OLDER SINGLES/COUPLES,Budget
169122,YOUNG SINGLES/COUPLES,Budget
169123,YOUNG FAMILIES,Budget
169124,OLDER FAMILIES,Mainstream
169125,YOUNG SINGLES/COUPLES,Premium
169126,OLDER SINGLES/COUPLES,Mainstream
169127,MIDAGE SINGLES/COUPLES,Budget
169128,YOUNG FAMILIES,Mainstream
169129,OLDER SINGLES/COUPLES,Premium
169130,OLDER FAMILIES,Budget
169131,MIDAGE SINGLES/COUPLES,Budget
169133,OLDER SINGLES/COUPLES,Premium
169135,YOUNG SINGLES/COUPLES,Budget
169136,RETIREES,Mainstream
169137,OLDER FAMILIES,Premium
169138,RETIREES,Mainstream
169140,YOUNG SINGLES/COUPLES,Mainstream
169141,YOUNG SINGLES/COUPLES,Mainstream
169143,OLDER SINGLES/COUPLES,Budget
169145,RETIREES,Premium
169146,MIDAGE SINGLES/COUPLES,Premium
169147,OLDER FAMILIES,Premium
169149,YOUNG SINGLES/COUPLES,Premium
169151,NEW FAMILIES,Mainstream
169152,NEW FAMILIES,Mainstream
169154,YOUNG SINGLES/COUPLES,Mainstream
169155,OLDER SINGLES/COUPLES,Mainstream
169156,YOUNG SINGLES/COUPLES,Budget
169158,NEW FAMILIES,Budget
169159,OLDER SINGLES/COUPLES,Premium
169161,YOUNG SINGLES/COUPLES,Budget
169162,RETIREES,Budget
169163,YOUNG SINGLES/COUPLES,Budget
169167,RETIREES,Premium
169168,YOUNG SINGLES/COUPLES,Premium
169169,OLDER SINGLES/COUPLES,Premium
169170,RETIREES,Premium
169171,MIDAGE SINGLES/COUPLES,Premium
169172,OLDER SINGLES/COUPLES,Budget
169173,YOUNG FAMILIES,Mainstream
169174,YOUNG SINGLES/COUPLES,Premium
169175,YOUNG SINGLES/COUPLES,Premium
169178,MIDAGE SINGLES/COUPLES,Premium
169180,MIDAGE SINGLES/COUPLES,Premium
169181,MIDAGE SINGLES/COUPLES,Premium
169182,RETIREES,Mainstream
169183,RETIREES,Budget
169185,YOUNG FAMILIES,Mainstream
169186,YOUNG SINGLES/COUPLES,Premium
169187,OLDER SINGLES/COUPLES,Premium
169189,OLDER FAMILIES,Mainstream
169190,YOUNG SINGLES/COUPLES,Premium
169191,YOUNG SINGLES/COUPLES,Budget
169192,YOUNG SINGLES/COUPLES,Budget
169195,OLDER SINGLES/COUPLES,Mainstream
169196,YOUNG FAMILIES,Budget
169197,YOUNG SINGLES/COUPLES,Budget
169199,YOUNG SINGLES/COUPLES,Budget
169200,RETIREES,Mainstream
169202,YOUNG FAMILIES,Premium
169203,YOUNG SINGLES/COUPLES,Mainstream
169204,OLDER SINGLES/COUPLES,Budget
169205,OLDER FAMILIES,Budget
169206,YOUNG SINGLES/COUPLES,Premium
169209,YOUNG SINGLES/COUPLES,Mainstream
169210,YOUNG SINGLES/COUPLES,Premium
169211,NEW FAMILIES,Mainstream
169212,RETIREES,Premium
169213,OLDER SINGLES/COUPLES,Mainstream
169214,YOUNG SINGLES/COUPLES,Budget
169216,OLDER FAMILIES,Mainstream
169217,OLDER FAMILIES,Budget
169218,YOUNG SINGLES/COUPLES,Premium
169220,RETIREES,Premium
169221,OLDER FAMILIES,Mainstream
169222,OLDER FAMILIES,Budget
169224,RETIREES,Budget
169225,MIDAGE SINGLES/COUPLES,Premium
169227,OLDER SINGLES/COUPLES,Mainstream
169229,YOUNG SINGLES/COUPLES,Mainstream
169231,NEW FAMILIES,Mainstream
169232,RETIREES,Budget
169233,MIDAGE SINGLES/COUPLES,Premium
169235,YOUNG FAMILIES,Mainstream
169236,OLDER FAMILIES,Mainstream
169239,OLDER FAMILIES,Budget
169240,YOUNG SINGLES/COUPLES,Mainstream
169242,YOUNG SINGLES/COUPLES,Mainstream
169243,RETIREES,Mainstream
169244,MIDAGE SINGLES/COUPLES,Premium
169246,YOUNG SINGLES/COUPLES,Budget
169247,OLDER SINGLES/COUPLES,Premium
169249,YOUNG SINGLES/COUPLES,Premium
169250,YOUNG SINGLES/COUPLES,Budget
169251,MIDAGE SINGLES/COUPLES,Mainstream
169253,OLDER SINGLES/COUPLES,Mainstream
169255,MIDAGE SINGLES/COUPLES,Premium
169256,RETIREES,Mainstream
169257,OLDER SINGLES/COUPLES,Budget
169258,MIDAGE SINGLES/COUPLES,Mainstream
169259,YOUNG FAMILIES,Premium
169260,RETIREES,Mainstream
169261,NEW FAMILIES,Budget
169262,OLDER SINGLES/COUPLES,Premium
169265,MIDAGE SINGLES/COUPLES,Budget
169267,MIDAGE SINGLES/COUPLES,Budget
169268,RETIREES,Mainstream
169269,YOUNG SINGLES/COUPLES,Premium
169270,RETIREES,Premium
169271,OLDER SINGLES/COUPLES,Premium
169274,OLDER SINGLES/COUPLES,Budget
169281,OLDER SINGLES/COUPLES,Premium
169283,RETIREES,Premium
169288,RETIREES,Mainstream
169289,YOUNG SINGLES/COUPLES,Budget
169290,YOUNG SINGLES/COUPLES,Mainstream
169292,YOUNG SINGLES/COUPLES,Budget
169293,MIDAGE SINGLES/COUPLES,Premium
169296,RETIREES,Mainstream
169299,YOUNG FAMILIES,Budget
169300,RETIREES,Mainstream
169301,YOUNG FAMILIES,Budget
169302,RETIREES,Budget
169303,MIDAGE SINGLES/COUPLES,Mainstream
169304,YOUNG SINGLES/COUPLES,Mainstream
169305,RETIREES,Premium
169306,YOUNG SINGLES/COUPLES,Mainstream
169307,YOUNG SINGLES/COUPLES,Budget
169309,YOUNG SINGLES/COUPLES,Premium
169311,MIDAGE SINGLES/COUPLES,Mainstream
169312,YOUNG SINGLES/COUPLES,Mainstream
169313,OLDER SINGLES/COUPLES,Premium
169314,YOUNG SINGLES/COUPLES,Mainstream
169315,YOUNG FAMILIES,Budget
169317,RETIREES,Premium
169319,YOUNG SINGLES/COUPLES,Premium
169321,OLDER SINGLES/COUPLES,Premium
169322,OLDER SINGLES/COUPLES,Mainstream
169323,YOUNG SINGLES/COUPLES,Budget
169324,YOUNG SINGLES/COUPLES,Mainstream
169325,YOUNG SINGLES/COUPLES,Budget
169326,RETIREES,Premium
169327,OLDER SINGLES/COUPLES,Premium
169328,YOUNG SINGLES/COUPLES,Mainstream
169329,OLDER SINGLES/COUPLES,Budget
169330,RETIREES,Budget
169332,MIDAGE SINGLES/COUPLES,Premium
169333,YOUNG SINGLES/COUPLES,Mainstream
169334,RETIREES,Mainstream
169335,MIDAGE SINGLES/COUPLES,Premium
169336,YOUNG SINGLES/COUPLES,Mainstream
169337,OLDER SINGLES/COUPLES,Premium
169338,OLDER SINGLES/COUPLES,Mainstream
169339,RETIREES,Mainstream
169340,YOUNG SINGLES/COUPLES,Budget
169341,RETIREES,Mainstream
169342,MIDAGE SINGLES/COUPLES,Premium
169343,OLDER SINGLES/COUPLES,Budget
169345,YOUNG SINGLES/COUPLES,Mainstream
169348,YOUNG FAMILIES,Budget
169349,RETIREES,Premium
169350,OLDER FAMILIES,Budget
169352,OLDER SINGLES/COUPLES,Budget
169353,MIDAGE SINGLES/COUPLES,Mainstream
169354,NEW FAMILIES,Budget
169355,YOUNG SINGLES/COUPLES,Budget
169356,RETIREES,Budget
169357,RETIREES,Budget
169358,OLDER FAMILIES,Budget
169359,OLDER SINGLES/COUPLES,Mainstream
169360,YOUNG SINGLES/COUPLES,Budget
169361,MIDAGE SINGLES/COUPLES,Budget
169363,OLDER FAMILIES,Budget
169364,MIDAGE SINGLES/COUPLES,Mainstream
169365,YOUNG FAMILIES,Budget
